Lema	Clase	Frecuencia	Frec. norm.	Frec. norm.
		general	con signos punt.	sin signos punt.
PSOE	K	13455	33.937	38.976
ciudadanía	N	13447	33.917	38.953
residencia	N	13433	33.882	38.913
emocional	A	13402	33.803	38.823
logro	N	13401	33.801	38.82
religión	N	13401	33.801	38.82
gubernamental	A	13396	33.788	38.805
consolidar	V	13380	33.748	38.759
puto	N	13370	33.723	38.73
extraer	V	13365	33.71	38.716
concebir	V	13362	33.702	38.707
2015	N	13352	33.677	38.678
hundir	V	13339	33.644	38.64
pacto	N	13329	33.619	38.611
capa	N	13317	33.589	38.577
símbolo	N	13307	33.564	38.548
típico	A	13295	33.533	38.513
cien	M	13287	33.513	38.49
mandatario	N	13286	33.511	38.487
repente	N	13286	33.511	38.487
progreso	N	13285	33.508	38.484
emprender	V	13283	33.503	38.478
localizar	V	13275	33.483	38.455
castillo	N	13264	33.455	38.423
21	N	13253	33.427	38.391
2014	N	13237	33.387	38.345
kilo	N	13221	33.347	38.298
parecer	N	13220	33.344	38.296
apartar	V	13219	33.342	38.293
Japón	K	13217	33.337	38.287
respectivo	A	13217	33.337	38.287
territorial	A	13217	33.337	38.287
homenaje	N	13216	33.334	38.284
débil	A	13188	33.264	38.203
iluminar	V	13179	33.241	38.177
reaccionar	V	13175	33.231	38.165
prevenir	V	13148	33.163	38.087
acostar	V	13143	33.15	38.072
combatir	V	13135	33.13	38.049
inaugurar	V	13118	33.087	38.0
avisar	V	13095	33.029	37.933
aspirar	V	13094	33.026	37.931
varón	N	13084	33.001	37.902
13	M	13067	32.958	37.852
instrucción	N	13062	32.946	37.838
pesado	A	13060	32.941	37.832
trayectoria	N	13054	32.926	37.815
22	N	13052	32.921	37.809
ligero	A	13048	32.91	37.797
dibujar	V	13036	32.88	37.763
en relación con	P	13031	32.868	37.748
profesión	N	13030	32.865	37.745
dosis	N	13024	32.85	37.728
balón	N	13012	32.82	37.693
asignar	V	13011	32.817	37.69
atentado	N	13001	32.792	37.661
duración	N	12986	32.754	37.618
turista	N	12981	32.741	37.603
distrito	N	12979	32.736	37.597
Luis	K	12974	32.724	37.583
en vez de	P	12970	32.714	37.571
colega	N	12964	32.699	37.554
formato	N	12960	32.688	37.542
lamentar	V	12951	32.666	37.516
aéreo	A	12950	32.663	37.513
eficaz	A	12948	32.658	37.508
vacío	N	12944	32.648	37.496
testimonio	N	12943	32.646	37.493
gerente	N	12939	32.636	37.482
escritura	N	12935	32.625	37.47
lucir	V	12907	32.555	37.389
herir	V	12895	32.525	37.354
modificación	N	12884	32.497	37.322
ajustar	V	12883	32.494	37.319
héroe	N	12883	32.494	37.319
notable	A	12880	32.487	37.311
circuito	N	12879	32.484	37.308
respecto de	P	12878	32.482	37.305
requisito	N	12866	32.451	37.27
bandera	N	12851	32.414	37.227
horario	N	12830	32.361	37.166
enfermo	N	12824	32.345	37.148
francés	N	12816	32.325	37.125
ave	N	12773	32.217	37.001
hilo	N	12763	32.192	36.972
derrotar	V	12762	32.189	36.969
peruano	A	12758	32.179	36.957
adicional	A	12757	32.176	36.954
basura	N	12752	32.164	36.94
adentro	R	12750	32.159	36.934
pasear	V	12747	32.151	36.925
teórico	A	12747	32.151	36.925
acariciar	V	12740	32.134	36.905
huella	N	12740	32.134	36.905
coordinación	N	12722	32.088	36.853
vacación	N	12715	32.071	36.833
cuestión de	P	12713	32.065	36.827
pelear	V	12674	31.967	36.714
concepción	N	12665	31.944	36.688
introducción	N	12665	31.944	36.688
explotación	N	12660	31.932	36.673
curiosidad	N	12659	31.929	36.67
juvenil	A	12650	31.907	36.644
variar	V	12649	31.904	36.641
transcurrir	V	12624	31.841	36.569
negociar	V	12616	31.821	36.546
trastorno	N	12612	31.811	36.534
m	N	12597	31.773	36.491
paquete	N	12596	31.77	36.488
secreto	A	12596	31.77	36.488
Rusia	K	12581	31.733	36.444
implementar	V	12560	31.68	36.384
dinámica	N	12550	31.654	36.355
móvil	N	12546	31.644	36.343
urgencia	N	12530	31.604	36.297
proteína	N	12515	31.566	36.253
bloque	N	12514	31.564	36.25
embarazo	N	12512	31.559	36.245
satisfacción	N	12510	31.553	36.239
rodilla	N	12506	31.543	36.227
Caribe	K	12504	31.538	36.221
central	N	12502	31.533	36.216
baile	N	12492	31.508	36.187
cigarrillo	N	12492	31.508	36.187
1997	N	12491	31.506	36.184
combustible	N	12477	31.47	36.143
horizonte	N	12473	31.46	36.132
autorizar	V	12467	31.445	36.114
19	N	12433	31.359	36.016
una vez que	C	12431	31.354	36.01
posterior	A	12424	31.337	35.99
creador	N	12419	31.324	35.975
rincón	N	12415	31.314	35.964
transmisión	N	12412	31.306	35.955
cálculo	N	12411	31.304	35.952
gozar	V	12407	31.294	35.94
combate	N	12401	31.279	35.923
déficit	N	12392	31.256	35.897
temporal	A	12387	31.243	35.883
ascender	V	12379	31.223	35.859
Antonio	K	12374	31.21	35.845
juzgar	V	12373	31.208	35.842
catalán	A	12360	31.175	35.804
liderar	V	12353	31.157	35.784
pensión	N	12352	31.155	35.781
trato	N	12341	31.127	35.749
bomba	N	12339	31.122	35.743
The	F	12338	31.12	35.741
puesta	N	12331	31.102	35.72
arroz	N	12329	31.097	35.714
ordenador	N	12329	31.097	35.714
interacción	N	12328	31.094	35.712
reproducir	V	12327	31.092	35.709
identificación	N	12315	31.062	35.674
cocinar	V	12310	31.049	35.659
seguimiento	N	12307	31.041	35.651
marino	A	12306	31.039	35.648
Inglaterra	K	12278	30.968	35.567
quejar	V	12267	30.941	35.535
creativo	A	12258	30.918	35.509
variable	N	12255	30.91	35.5
circular	V	12245	30.885	35.471
Lima	K	12237	30.865	35.448
Cataluña	K	12231	30.85	35.431
mantenimiento	N	12230	30.847	35.428
23	N	12214	30.807	35.381
descanso	N	12214	30.807	35.381
gratuito	A	12202	30.777	35.347
ahorro	N	12195	30.759	35.326
promesa	N	12183	30.729	35.292
atractivo	A	12179	30.719	35.28
lógica	N	12178	30.716	35.277
encargado	N	12161	30.673	35.228
estabilidad	N	12160	30.671	35.225
colectivo	N	12158	30.666	35.219
desconocido	A	12156	30.661	35.213
coste	N	12150	30.645	35.196
computadora	N	12147	30.638	35.187
decena	N	12144	30.63	35.179
alterar	V	12125	30.582	35.124
vigente	A	12121	30.572	35.112
tratado	N	12112	30.55	35.086
mediados	N	12108	30.54	35.074
Costa Rica	K	12094	30.504	35.034
fabricar	V	12078	30.464	34.987
titular	V	12070	30.444	34.964
transición	N	12057	30.411	34.927
lago	N	12052	30.398	34.912
ligar	V	12052	30.398	34.912
procurar	V	12049	30.391	34.903
enfermero	N	12041	30.371	34.88
fomentar	V	12035	30.355	34.863
atrapar	V	12002	30.272	34.767
inmigrante	N	12002	30.272	34.767
exacto	A	11992	30.247	34.738
absolutamente	R	11978	30.212	34.698
pescado	N	11977	30.209	34.695
a lo mejor	R	11972	30.196	34.68
exigencia	N	11965	30.179	34.66
dictadura	N	11956	30.156	34.634
imaginación	N	11951	30.144	34.62
seguro	N	11941	30.118	34.591
nuclear	A	11934	30.101	34.57
renta	N	11933	30.098	34.567
valoración	N	11925	30.078	34.544
dado que	C	11923	30.073	34.538
27	N	11914	30.05	34.512
abuso	N	11909	30.038	34.498
fiscalía	N	11909	30.038	34.498
tristeza	N	11909	30.038	34.498
Nicaragua	K	11908	30.035	34.495
lógico	A	11908	30.035	34.495
mentir	V	11908	30.035	34.495
eterno	A	11906	30.03	34.489
de modo que	C	11904	30.025	34.483
virgen	N	11904	30.025	34.483
desempeñar	V	11888	29.985	34.437
maravilloso	A	11887	29.982	34.434
Ana	K	11882	29.969	34.42
material	A	11880	29.964	34.414
Panamá	K	11871	29.942	34.388
barra	N	11869	29.937	34.382
Roma	K	11868	29.934	34.379
Miguel	K	11867	29.932	34.376
rescatar	V	11864	29.924	34.367
orquesta	N	11855	29.901	34.341
incidencia	N	11853	29.896	34.336
vacuna	N	11846	29.879	34.315
Honduras	K	11835	29.851	34.283
mando	N	11833	29.846	34.278
corredor	N	11830	29.838	34.269
aprobación	N	11815	29.8	34.226
ahora que	C	11808	29.783	34.205
comandante	N	11801	29.765	34.185
cómodo	A	11797	29.755	34.173
patria	N	11793	29.745	34.162
humo	N	11779	29.71	34.121
santo	A	11765	29.674	34.081
sanción	N	11762	29.667	34.072
potencial	N	11757	29.654	34.058
regulación	N	11754	29.647	34.049
pájaro	N	11751	29.639	34.04
entrenar	V	11742	29.616	34.014
denominado	A	11736	29.601	33.997
28	N	11735	29.599	33.994
protagonizar	V	11732	29.591	33.985
proyección	N	11731	29.589	33.982
gobernar	V	11722	29.566	33.956
desde luego	R	11718	29.556	33.945
tránsito	N	11716	29.551	33.939
estrecho	A	11712	29.541	33.927
afrontar	V	11711	29.538	33.924
maíz	N	11704	29.521	33.904
rosa	N	11704	29.521	33.904
descubrimiento	N	11681	29.463	33.837
24	N	11674	29.445	33.817
a medida que	C	11673	29.442	33.814
acoger	V	11667	29.427	33.797
indio	N	11654	29.394	33.759
80	N	11651	29.387	33.75
Pedro	K	11650	29.384	33.748
mas	C	11649	29.382	33.745
UE	K	11645	29.372	33.733
asistente	N	11645	29.372	33.733
antecedente	N	11640	29.359	33.719
mito	N	11634	29.344	33.701
dominicano	A	11631	29.336	33.693
oponer	V	11626	29.324	33.678
deber	N	11618	29.304	33.655
7	M	11614	29.294	33.643
ay	I	11614	29.294	33.643
disminución	N	11595	29.246	33.588
I	N	11592	29.238	33.58
cero	N	11592	29.238	33.58
fallar	V	11590	29.233	33.574
once	M	11590	29.233	33.574
legislación	N	11587	29.225	33.565
google	N	11579	29.205	33.542
remedio	N	11574	29.193	33.527
toro	N	11572	29.188	33.522
este	N	11565	29.17	33.501
limitación	N	11557	29.15	33.478
descender	V	11554	29.142	33.469
brasileño	A	11539	29.104	33.426
diferenciar	V	11538	29.102	33.423
difusión	N	11527	29.074	33.391
terapia	N	11526	29.072	33.388
peor	R	11516	29.046	33.359
combinación	N	11515	29.044	33.357
estético	A	11505	29.019	33.328
1996	N	11498	29.001	33.307
panorama	N	11497	28.998	33.304
oreja	N	11496	28.996	33.301
rayo	N	11489	28.978	33.281
ronda	N	11481	28.958	33.258
camión	N	11472	28.935	33.232
facilidad	N	11472	28.935	33.232
dictar	V	11467	28.923	33.217
cura	N	11465	28.918	33.212
hielo	N	11461	28.908	33.2
cumbre	N	11460	28.905	33.197
presidir	V	11459	28.903	33.194
40	N	11451	28.882	33.171
petición	N	11450	28.88	33.168
virtual	A	11450	28.88	33.168
Unión Europea	K	11438	28.85	33.133
fábrica	N	11431	28.832	33.113
modalidad	N	11425	28.817	33.096
estadística	N	11411	28.781	33.055
solitario	A	11408	28.774	33.047
destacado	A	11407	28.771	33.044
canto	N	11400	28.754	33.023
tapar	V	11399	28.751	33.02
aula	N	11397	28.746	33.015
demandar	V	11389	28.726	32.992
reservar	V	11369	28.676	32.934
orientación	N	11367	28.671	32.928
pez	N	11358	28.648	32.902
orilla	N	11351	28.63	32.881
rechazo	N	11350	28.628	32.879
La Habana	K	11343	28.61	32.858
clínica	N	11332	28.582	32.826
cariño	N	11328	28.572	32.815
cola	N	11325	28.565	32.806
tonelada	N	11308	28.522	32.757
26	N	11307	28.519	32.754
gris	A	11297	28.494	32.725
solicitud	N	11295	28.489	32.719
guiar	V	11290	28.476	32.705
hierro	N	11280	28.451	32.676
radical	A	11276	28.441	32.664
colonia	N	11272	28.431	32.653
acomodar	V	11270	28.426	32.647
ola	N	11257	28.393	32.609
flujo	N	11253	28.383	32.598
reflexionar	V	11250	28.375	32.589
desastre	N	11247	28.368	32.58
metal	N	11245	28.363	32.574
íntimo	A	11236	28.34	32.548
fortuna	N	11224	28.31	32.514
sospechar	V	11224	28.31	32.514
corregir	V	11214	28.285	32.485
500	M	11213	28.282	32.482
particularmente	R	11212	28.28	32.479
exclusivo	A	11210	28.275	32.473
vigilancia	N	11201	28.252	32.447
definitivamente	R	11199	28.247	32.441
alimentario	A	11196	28.239	32.432
variación	N	11183	28.206	32.395
procedente	A	11181	28.201	32.389
oficial	N	11169	28.171	32.354
solidaridad	N	11168	28.169	32.351
relatar	V	11164	28.158	32.34
ejemplar	N	11161	28.151	32.331
descripción	N	11144	28.108	32.282
menor	N	11137	28.09	32.262
misterio	N	11137	28.09	32.262
ancho	A	11125	28.06	32.227
digno	A	11124	28.058	32.224
sucio	A	11114	28.032	32.195
foro	N	11108	28.017	32.178
desprender	V	11104	28.007	32.166
África	K	11102	28.002	32.16
lujo	N	11100	27.997	32.154
inclinar	V	11099	27.995	32.151
pelea	N	11083	27.954	32.105
lanzamiento	N	11078	27.942	32.091
expansión	N	11072	27.926	32.073
invitado	N	11065	27.909	32.053
lindo	A	11060	27.896	32.038
the	F	11058	27.891	32.033
avanzado	A	11050	27.871	32.01
argumentar	V	11034	27.831	31.963
baja	N	11019	27.793	31.92
estimular	V	11019	27.793	31.92
sexto	M	11014	27.78	31.905
embajador	N	11007	27.763	31.885
imprimir	V	11006	27.76	31.882
eficiencia	N	11002	27.75	31.87
queso	N	11002	27.75	31.87
núcleo	N	10991	27.722	31.839
engañar	V	10990	27.72	31.836
atmósfera	N	10985	27.707	31.821
reiterar	V	10985	27.707	31.821
hipótesis	N	10978	27.689	31.801
creencia	N	10971	27.672	31.781
psicológico	A	10968	27.664	31.772
ecosistema	N	10966	27.659	31.766
motivar	V	10951	27.621	31.723
alternativo	A	10948	27.614	31.714
capacitación	N	10942	27.599	31.697
US$	N	10933	27.576	31.671
inscribir	V	10919	27.541	31.63
por cierto	R	10911	27.52	31.607
pasajero	N	10908	27.513	31.598
claridad	N	10906	27.508	31.592
extrañar	V	10905	27.505	31.589
agotar	V	10902	27.498	31.581
milagro	N	10902	27.498	31.581
administrar	V	10897	27.485	31.566
imprescindible	A	10892	27.472	31.552
1995	N	10884	27.452	31.529
y/o	C	10883	27.45	31.526
convocatoria	N	10880	27.442	31.517
parlamentario	A	10877	27.435	31.508
consenso	N	10874	27.427	31.5
vídeo	N	10869	27.414	31.485
automóvil	N	10862	27.397	31.465
eficacia	N	10850	27.367	31.43
comprensión	N	10849	27.364	31.427
retrato	N	10845	27.354	31.416
favorable	A	10842	27.346	31.407
visible	A	10840	27.341	31.401
explotar	V	10833	27.324	31.381
operativo	A	10832	27.321	31.378
borrar	V	10829	27.314	31.369
coordinador	N	10820	27.291	31.343
Pablo	K	10818	27.286	31.337
disparo	N	10816	27.281	31.332
remitir	V	10796	27.23	31.274
gen	N	10789	27.213	31.253
geográfico	A	10783	27.198	31.236
contaminación	N	10778	27.185	31.222
mexicano	N	10770	27.165	31.198
artificial	A	10758	27.134	31.164
divertido	A	10757	27.132	31.161
increíble	A	10756	27.129	31.158
pedazo	N	10751	27.117	31.143
software	N	10748	27.109	31.135
trámite	N	10748	27.109	31.135
saludable	A	10747	27.107	31.132
adaptación	N	10740	27.089	31.111
orgullo	N	10736	27.079	31.1
duelo	N	10727	27.056	31.074
descenso	N	10723	27.046	31.062
Manuel	K	10712	27.018	31.03
2016	N	10699	26.986	30.993
captar	V	10699	26.986	30.993
enfermo	A	10694	26.973	30.978
lentamente	R	10672	26.918	30.915
hectárea	N	10661	26.89	30.883
caro	A	10653	26.87	30.859
desigualdad	N	10652	26.867	30.857
terrorismo	N	10646	26.852	30.839
post merídiem	R	10643	26.844	30.831
tropa	N	10638	26.832	30.816
conjunto	A	10637	26.829	30.813
filme	N	10628	26.807	30.787
examinar	V	10617	26.779	30.755
leyenda	N	10611	26.764	30.738
obedecer	V	10610	26.761	30.735
abarcar	V	10609	26.759	30.732
futbolista	N	10608	26.756	30.729
tragedia	N	10608	26.756	30.729
retomar	V	10604	26.746	30.718
desplegar	V	10590	26.711	30.677
vergüenza	N	10585	26.698	30.662
continuidad	N	10577	26.678	30.639
70	N	10573	26.668	30.628
Caracas	K	10569	26.658	30.616
31	N	10566	26.65	30.607
ideológico	A	10566	26.65	30.607
eficiente	A	10564	26.645	30.602
clásico	N	10561	26.638	30.593
delantero	N	10558	26.63	30.584
arquitecto	N	10553	26.617	30.57
barato	A	10551	26.612	30.564
fundamentalmente	R	10547	26.602	30.552
exitoso	A	10537	26.577	30.523
300	M	10528	26.554	30.497
necesariamente	R	10518	26.529	30.468
plástico	N	10515	26.522	30.46
depresión	N	10504	26.494	30.428
explorar	V	10499	26.481	30.413
copia	N	10491	26.461	30.39
gira	N	10483	26.441	30.367
galería	N	10474	26.418	30.341
concretar	V	10459	26.38	30.298
asesino	N	10458	26.378	30.295
mero	A	10454	26.368	30.283
pata	N	10451	26.36	30.274
satisfacer	V	10448	26.353	30.266
esencia	N	10436	26.322	30.231
excesivo	A	10427	26.3	30.205
barrera	N	10423	26.29	30.193
1990	N	10422	26.287	30.19
leve	A	10422	26.287	30.19
nieto	N	10422	26.287	30.19
anoche	R	10411	26.259	30.158
jurar	V	10402	26.237	30.132
21	M	10397	26.224	30.118
efectivamente	R	10395	26.219	30.112
defensor	N	10392	26.211	30.103
santo	N	10387	26.199	30.089
admirar	V	10384	26.191	30.08
transparencia	N	10380	26.181	30.069
cartera	N	10369	26.153	30.037
19	M	10360	26.131	30.011
60	N	10352	26.11	29.988
invadir	V	10335	26.068	29.938
suceso	N	10335	26.068	29.938
delegación	N	10334	26.065	29.935
temblar	V	10330	26.055	29.924
evidenciar	V	10322	26.035	29.901
fantasma	N	10314	26.015	29.877
incapaz	A	10314	26.015	29.877
financiamiento	N	10313	26.012	29.875
mandato	N	10310	26.004	29.866
portal	N	10309	26.002	29.863
receta	N	10304	25.989	29.848
narrar	V	10296	25.969	29.825
odiar	V	10291	25.957	29.811
formular	V	10280	25.929	29.779
frenar	V	10277	25.921	29.77
certeza	N	10274	25.914	29.762
delicado	A	10274	25.914	29.762
estructural	A	10273	25.911	29.759
mágico	A	10266	25.894	29.738
valioso	A	10266	25.894	29.738
anteriormente	R	10264	25.888	29.733
coronel	N	10264	25.888	29.733
dramático	A	10259	25.876	29.718
editorial	N	10252	25.858	29.698
desempeño	N	10250	25.853	29.692
húmedo	A	10231	25.805	29.637
consecutivo	A	10228	25.798	29.628
1994	N	10226	25.793	29.623
hallazgo	N	10224	25.788	29.617
ansiedad	N	10209	25.75	29.573
cartel	N	10202	25.732	29.553
tormenta	N	10192	25.707	29.524
oculto	A	10178	25.672	29.484
coordinar	V	10176	25.667	29.478
detallar	V	10174	25.661	29.472
asentir	V	10173	25.659	29.469
angustia	N	10165	25.639	29.446
80	M	10164	25.636	29.443
sacerdote	N	10164	25.636	29.443
oeste	N	10162	25.631	29.437
&	F	10157	25.619	29.423
apartamento	N	10157	25.619	29.423
editor	N	10156	25.616	29.42
resumir	V	10155	25.614	29.417
29	N	10152	25.606	29.408
solucionar	V	10152	25.606	29.408
Carmen	K	10148	25.596	29.397
protocolo	N	10147	25.593	29.394
consejero	N	10146	25.591	29.391
convención	N	10146	25.591	29.391
planificación	N	10141	25.578	29.376
parecido	A	10138	25.571	29.368
espiritual	A	10128	25.545	29.339
Puerto Rico	K	10112	25.505	29.292
El Salvador	K	10107	25.492	29.278
taxi	N	10107	25.492	29.278
vigilar	V	10106	25.49	29.275
apuesta	N	10095	25.462	29.243
Sevilla	K	10088	25.445	29.223
limitado	A	10079	25.422	29.197
odio	N	10079	25.422	29.197
forestal	A	10068	25.394	29.165
cuota	N	10067	25.392	29.162
planear	V	10061	25.376	29.145
dama	N	10045	25.336	29.098
excluir	V	10043	25.331	29.092
mediodía	N	10038	25.318	29.078
incorporación	N	10035	25.311	29.069
km	N	10032	25.303	29.061
teatral	A	10021	25.276	29.029
incertidumbre	N	10018	25.268	29.02
campesino	N	10011	25.25	29.0
sensible	A	10008	25.243	28.991
nave	N	10007	25.24	28.988
totalidad	N	10002	25.228	28.974
tramo	N	10001	25.225	28.971
liberación	N	9999	25.22	28.965
proveer	V	9999	25.22	28.965
apariencia	N	9997	25.215	28.959
designar	V	9992	25.202	28.945
perdón	N	9991	25.2	28.942
sensibilidad	N	9988	25.192	28.933
incendio	N	9986	25.187	28.927
enfrentamiento	N	9971	25.149	28.884
violación	N	9970	25.147	28.881
entusiasmo	N	9966	25.137	28.869
acusación	N	9963	25.129	28.861
gota	N	9955	25.109	28.838
palo	N	9952	25.102	28.829
forzar	V	9942	25.076	28.8
residir	V	9939	25.069	28.791
trago	N	9939	25.069	28.791
calma	N	9935	25.059	28.78
pesar	V	9934	25.056	28.777
debilidad	N	9929	25.044	28.762
metodología	N	9920	25.021	28.736
ajuste	N	9899	24.968	28.675
mueble	N	9895	24.958	28.664
tesis	N	9895	24.958	28.664
liderazgo	N	9893	24.953	28.658
broma	N	9891	24.948	28.652
grueso	A	9885	24.933	28.635
roca	N	9883	24.927	28.629
medalla	N	9878	24.915	28.614
22	M	9873	24.902	28.6
estable	A	9873	24.902	28.6
obstáculo	N	9871	24.897	28.594
sagrado	A	9871	24.897	28.594
directivo	N	9869	24.892	28.588
torre	N	9868	24.89	28.585
capturar	V	9865	24.882	28.577
legislador	N	9865	24.882	28.577
David	K	9863	24.877	28.571
ocasionar	V	9860	24.869	28.562
tranquilidad	N	9860	24.869	28.562
récord	N	9857	24.862	28.554
escándalo	N	9855	24.857	28.548
respaldo	N	9851	24.847	28.536
salsa	N	9846	24.834	28.522
rodar	V	9844	24.829	28.516
billete	N	9840	24.819	28.504
enfocar	V	9835	24.806	28.49
fama	N	9833	24.801	28.484
variado	A	9819	24.766	28.444
ala	N	9809	24.741	28.415
propiciar	V	9807	24.736	28.409
reglamento	N	9805	24.731	28.403
cuarenta	M	9801	24.721	28.391
rabia	N	9801	24.721	28.391
balance	N	9796	24.708	28.377
finca	N	9784	24.678	28.342
delgado	A	9779	24.665	28.328
simbólico	A	9774	24.653	28.313
locura	N	9768	24.637	28.296
nocturno	A	9763	24.625	28.281
satisfecho	A	9758	24.612	28.267
cuadrado	A	9755	24.605	28.258
onda	N	9752	24.597	28.249
Real Madrid	K	9749	24.59	28.241
financiación	N	9748	24.587	28.238
arco	N	9741	24.569	28.218
sacudir	V	9735	24.554	28.2
trozo	N	9735	24.554	28.2
atento	A	9731	24.544	28.189
templo	N	9728	24.537	28.18
sostenible	A	9725	24.529	28.171
cultivar	V	9724	24.526	28.168
proveniente	A	9722	24.521	28.163
desaparición	N	9720	24.516	28.157
cincuenta	M	9719	24.514	28.154
transferencia	N	9714	24.501	28.139
utilidad	N	9703	24.473	28.108
picar	V	9702	24.471	28.105
prisa	N	9702	24.471	28.105
presunto	A	9698	24.461	28.093
regular	A	9698	24.461	28.093
probabilidad	N	9695	24.453	28.084
exclusivamente	R	9691	24.443	28.073
severo	A	9688	24.436	28.064
sueldo	N	9673	24.398	28.021
desgracia	N	9672	24.395	28.018
experimento	N	9666	24.38	28.0
cruz	N	9660	24.365	27.983
35	M	9656	24.355	27.971
curar	V	9655	24.352	27.968
acelerar	V	9654	24.35	27.966
joder	V	9654	24.35	27.966
diablo	N	9648	24.335	27.948
seno	N	9637	24.307	27.916
depositar	V	9634	24.299	27.908
Miami	K	9633	24.297	27.905
raza	N	9629	24.287	27.893
escrito	N	9627	24.282	27.887
adulto	A	9625	24.277	27.882
implementación	N	9625	24.277	27.882
renovar	V	9623	24.272	27.876
normalmente	R	9618	24.259	27.861
máximo	N	9614	24.249	27.85
originar	V	9612	24.244	27.844
dignidad	N	9605	24.226	27.824
ácido	N	9603	24.221	27.818
90	N	9599	24.211	27.806
al tiempo que	C	9597	24.206	27.8
cirugía	N	9596	24.204	27.798
previamente	R	9595	24.201	27.795
juntar	V	9593	24.196	27.789
9	M	9592	24.194	27.786
cuerda	N	9591	24.191	27.783
ganancia	N	9587	24.181	27.772
de manera que	C	9579	24.161	27.748
tabaco	N	9577	24.156	27.743
EEUU	K	9571	24.141	27.725
cenar	V	9564	24.123	27.705
operador	N	9564	24.123	27.705
camiseta	N	9563	24.12	27.702
doblar	V	9561	24.115	27.696
cerrado	A	9555	24.1	27.679
expulsar	V	9554	24.098	27.676
cristiano	A	9551	24.09	27.667
incidente	N	9540	24.062	27.635
alerta	N	9536	24.052	27.624
PIB	K	9535	24.05	27.621
Jorge	K	9530	24.037	27.606
siempre que	C	9530	24.037	27.606
enterrar	V	9529	24.035	27.603
reflejo	N	9529	24.035	27.603
absurdo	A	9524	24.022	27.589
agudo	A	9524	24.022	27.589
multiplicar	V	9524	24.022	27.589
sujetar	V	9524	24.022	27.589
rutina	N	9522	24.017	27.583
fallo	N	9510	23.987	27.548
alemán	N	9508	23.982	27.543
monetario	A	9492	23.941	27.496
alteración	N	9488	23.931	27.485
articular	V	9485	23.924	27.476
sanidad	N	9484	23.921	27.473
prestación	N	9481	23.914	27.464
convencional	A	9480	23.911	27.462
documental	N	9480	23.911	27.462
seguidor	N	9479	23.908	27.459
ONU	K	9476	23.901	27.45
explosión	N	9475	23.898	27.447
montón	N	9469	23.883	27.43
rumor	N	9466	23.876	27.421
vidrio	N	9461	23.863	27.407
estómago	N	9460	23.861	27.404
espectacular	A	9455	23.848	27.389
soporte	N	9454	23.845	27.386
robo	N	9453	23.843	27.383
100	N	9452	23.84	27.38
choque	N	9448	23.83	27.369
productividad	N	9445	23.823	27.36
empate	N	9444	23.82	27.357
programar	V	9444	23.82	27.357
ángel	N	9444	23.82	27.357
reproducción	N	9443	23.818	27.354
charla	N	9437	23.803	27.337
Sara	K	9435	23.798	27.331
rock	N	9433	23.792	27.325
liberal	A	9425	23.772	27.302
destrucción	N	9421	23.762	27.291
mancha	N	9414	23.745	27.27
limpieza	N	9413	23.742	27.267
apartado	N	9410	23.734	27.259
deshacer	V	9410	23.734	27.259
atar	V	9406	23.724	27.247
marcador	N	9404	23.719	27.241
precisión	N	9404	23.719	27.241
orgulloso	A	9396	23.699	27.218
diabetes	N	9393	23.692	27.21
senado	N	9384	23.669	27.183
toque	N	9380	23.659	27.172
complejo	N	9375	23.646	27.157
sembrar	V	9373	23.641	27.152
candidatura	N	9367	23.626	27.134
Jesús	K	9361	23.611	27.117
ético	A	9358	23.603	27.108
pobre	N	9355	23.596	27.099
guitarra	N	9350	23.583	27.085
selva	N	9344	23.568	27.068
desierto	N	9341	23.56	27.059
rango	N	9317	23.5	26.989
cebolla	N	9315	23.495	26.984
Chávez	K	9314	23.492	26.981
cinematográfico	A	9314	23.492	26.981
crónico	A	9314	23.492	26.981
estancia	N	9307	23.475	26.96
potencial	A	9303	23.465	26.949
pollo	N	9295	23.444	26.926
chocolate	N	9288	23.427	26.905
crítico	N	9288	23.427	26.905
radicar	V	9287	23.424	26.902
inútil	A	9282	23.412	26.888
Irak	K	9281	23.409	26.885
Fernando	K	9266	23.371	26.842
grano	N	9263	23.364	26.833
constatar	V	9261	23.359	26.827
culminar	V	9260	23.356	26.824
convivencia	N	9257	23.349	26.816
paro	N	9255	23.344	26.81
navidad	N	9253	23.338	26.804
conquistar	V	9245	23.318	26.781
agrupación	N	9236	23.296	26.755
dotar	V	9232	23.285	26.743
huelga	N	9229	23.278	26.734
placa	N	9222	23.26	26.714
and	F	9221	23.258	26.711
fotógrafo	N	9218	23.25	26.703
mina	N	9209	23.227	26.677
decisivo	A	9203	23.212	26.659
aparte de	P	9202	23.21	26.656
centímetro	N	9202	23.21	26.656
circulación	N	9193	23.187	26.63
líquido	N	9193	23.187	26.63
vegetal	A	9193	23.187	26.63
urgente	A	9180	23.154	26.593
provincial	A	9175	23.142	26.578
álbum	N	9175	23.142	26.578
rezar	V	9170	23.129	26.564
elegante	A	9169	23.127	26.561
licencia	N	9167	23.122	26.555
brillar	V	9164	23.114	26.546
verso	N	9164	23.114	26.546
castigo	N	9163	23.111	26.543
Canadá	K	9152	23.084	26.511
magnitud	N	9137	23.046	26.468
estallar	V	9133	23.036	26.456
ocupación	N	9133	23.036	26.456
tragar	V	9133	23.036	26.456
extenso	A	9132	23.033	26.453
